10995820;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1183;PARADYM RF CRT-D 9750;SORIN;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995838;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1184;PARADYM RF DR 9550;SORIN;Desfibrilhadores de dupla câmara com sensor (J01050201);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilhação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por dois electrocateteres com sensor (localizados na aurícula e ventrículo direitos) com função de detecção de arritmias e de  estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995846;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1100;REPLY DR;SORIN;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995854;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1111;REPLY D;SORIN;Pacemaker de dupla câmara (DC) (J01010301);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.;MICROPORT CRM PORTUGAL, LDA
10995862;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1156;PARADYM VR 8250;SORIN;Desfibrilhadores de câmara única com sensor (J01050101);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilhação auricular ou ventricular. Tem a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por um só electrocateter com sensor (localizado na aurícula ou ventrículo direitos) com função de detecção de arritmias e de estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995870;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1154;PARADYM CRT-D 8750;SORIN;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995889;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1107;REPLY VDR;SORIN;Pacemaker de cateter único VDDR com sensor (J01010202);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. São constituídos por um só electrocateter tripolar que permite detectar a actividade na auricula direita(função de sensing ) e detectar e estimular a actividade do ventriculo direito (função de sensing e pacing). A função de pacing ventricular é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995897;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1120;REPLY SR;SORIN;Pacemaker de câmara única com sensor (SR) (J01010102);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Utilizam apenas um eléctrodo transvenoso com sensor colocado na câmara superior direita (aurícula direita) ou na câmara inferior direita (ventrículo direito) do coração para veicular o sinal e efectuar a estimulação a uma frequência variável, dependendo das medições dos parâmetros fisiológicos efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995900;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1115;ESPRIT DR;SORIN;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995919;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1126;ESPRIT SR;SORIN;Pacemaker de câmara única com sensor (SR) (J01010102);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Utilizam apenas um eléctrodo transvenoso com sensor colocado na câmara superior direita (aurícula direita) ou na câmara inferior direita (ventrículo direito) do coração para veicular o sinal e efectuar a estimulação a uma frequência variável, dependendo das medições dos parâmetros fisiológicos efectuadas pelo sensor.;MICROPORT CRM PORTUGAL, LDA
10995927;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1129;ESPRIT S;SORIN;Pacemaker de câmara única (SC) (J01010101);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. Utilizam apenas um eléctrodo transvenoso colocado na câmara superior direita (aurícula direita) ou na câmara inferior direita (ventrículo direito) do coração para veicular o sinal e efectuar a estimulação a uma frequência fixa.;MICROPORT CRM PORTUGAL, LDA
10995978;DM;Thomas Medical Products, Inc;MIS-105-00;TVI;Thomas Medical;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10995986;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;RL446M;STELID II BJF2xD STYLET KIT;SORIN;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10995994;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;RL097M;SITUS OTW;SORIN;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10996010;DM Implantável Ativo (DMIA);Medico SpA;PMHELIOS;Helios 300;Medico Spa;Pacemaker - outros (J010199);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca. São estimuladores cardíacos que não têm colocação em ramos terminais específicos.;SETFARMA - DISTRIBUIÇÃO E COMERCIALIZAÇÃO PRODUTOS DE SAÚDE  LDA.
10996044;DM Implantável Ativo (DMIA);SORIN CRM S.R.L;ICV1204;ESPRIT S;SORIN;Pacemaker - acessórios (J010180);Componentes físicos que são especificamente utilizados para permitir o funcionamento do pacemaker ou para complementar ou ampliar sua funcionalidade.;MICROPORT CRM PORTUGAL, LDA
10996052;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;383485;D-KIT65;Sorin|Vigila;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10996060;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;383500;LV-KIT85;Sorin|Celerity;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10996079;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;382971;CELERITY PILOT 85;SORIN;Electrocateteres para ventrículo esquerdo com sistema de cânula no seio coronário (pacemaker de tripla câmara) (J0190010103);Dispositivos estéreis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de tripla câmara ao ventriculo esquerdo do doente. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrocateteres são fixados à superfície interna do ventrículo. Os dispositivos descritos são de uso único.;MICROPORT CRM PORTUGAL, LDA
10996087;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;382960;CELERITY 3D 85;SORIN;Electrocateteres para ventrículo esquerdo com sistema de cânula no seio coronário (pacemaker de tripla câmara) (J0190010103);Dispositivos estéreis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de tripla câmara ao ventriculo esquerdo do doente. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrocateteres são fixados à superfície interna do ventrículo. Os dispositivos descritos são de uso único.;MICROPORT CRM PORTUGAL, LDA
10996095;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;383394;CELERITY 2D 85;SORIN;Electrocateteres para ventrículo esquerdo com sistema de cânula no seio coronário (pacemaker de tripla câmara) (J0190010103);Dispositivos estéreis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de tripla câmara ao ventriculo esquerdo do doente. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrocateteres são fixados à superfície interna do ventrículo. Os dispositivos descritos são de uso único.;MICROPORT CRM PORTUGAL, LDA
