2201,SONDA FOLEY 3 VIAS NR.24 C/ BALAO 30CC,SOLIDOR,UN,CX C/ 1 UN,1,7898157724763
1600,SONDA FOLEY 3 VIAS NR.24 C/ BALAO 30CC,CIRUTI,UN,CX C/ 1 UN,1,7898614930966
844,SONDA FOLEY 3 VIAS NR.24 C/BALAO 5CC,CIRUTI,UN,10 UN ,10,7898614930973
1086,SONDA GAST LEVINE 32 ESP. C/ CONEC 2220G,EMBRAMED,UN,CX C/ 1 UN,1,7898468476962
857,SONDA GAST LEVINE 32 ESP. C/ TAMPA 3530G,EMBRAMED,UN,CX C/ 1 UN,1,7898468479673
3288,SONDA NASOGASTRICA CURTA NR 08,MEDSONDA,UN,CX C/ 10 UN,10,7898487860230
3289,SONDA NASOGASTRICA CURTA NR 10,MEDSONDA,UN,CX C/ 10 UN,10,7898487860247
3290,SONDA NASOGASTRICA CURTA NR 12,MEDSONDA,UN,CX C/ 10 UN,10,7898487860254
3291,SONDA NASOGASTRICA CURTA NR 14,MEDSONDA,UN,CX C/ 10 UN,10,7898487860261
3292,SONDA NASOGASTRICA CURTA NR 16,MEDSONDA,UN,CX C/ 10 UN,10,7898487860278
3293,SONDA NASOGASTRICA CURTA NR 18,MEDSONDA,UN,CX C/ 10 UN,10,7898487860285
3294,SONDA NASOGASTRICA CURTA NR 20,MEDSONDA,UN,CX C/ 10 UN,10,7898487860292
3295,SONDA NASOGASTRICA LONGA NR 08,MEDSONDA,UN,CX C/ 10 UN,10,7898487860346
3296,SONDA NASOGASTRICA LONGA NR 10,MEDSONDA,UN,CX C/ 10 UN,10,7898487860353
3297,SONDA NASOGASTRICA LONGA NR 12,MEDSONDA,UN,CX C/ 10 UN,10,7898487860360
3298,SONDA NASOGASTRICA LONGA NR 14,MEDSONDA,UN,CX C/ 10 UN,10,7898487860377
3299,SONDA NASOGASTRICA LONGA NR 16,MEDSONDA,UN,CX C/ 10 UN,10,7898487860384
3300,SONDA NASOGASTRICA LONGA NR 18,MEDSONDA,UN,CX C/ 10 UN,10,7898487860391
3301,SONDA NASOGASTRICA LONGA NR 20,MEDSONDA,UN,CX C/ 10 UN,10,7898487860407
3302,SONDA NASOGASTRICA LONGA NR 22,MEDSONDA,UN,CX C/ 10 UN,10,7898487860414
3460,SONDA URETRAL NR. 18,MEDSONDA,UN,CX C/ 10 UN,10,7898487860612
3461,SONDA URETRAL NR. 20,MEDSONDA,UN,CX C/ 10 UN,10,7898487860629
3280,SONDA URETRAL NR.06,MEDSONDA,UN,CX C/ 10 UN,10,7898487860551
796,SONDA URETRAL NR.06,SOLIDOR,UN,CX C/ 1 UN,1,7898157728020
1024,SONDA URETRAL NR.08,MARK MED,UN,CX C/ 1 UN,1,7898430461781
949,SONDA URETRAL NR.08,MEDSONDA,UN,CX C/ 10 UN,10,7898487860568
756,SONDA URETRAL NR.10,MEDSONDA,UN,CX C/ 10 UN,10,7898487860575
1025,SONDA URETRAL NR.10,MARK MED,UN,CX C/ 1 UN,1,7898430461798
1088,SONDA URETRAL NR.12,SOLIDOR,UN,PT C/10 UN,10,17898157720328
1026,SONDA URETRAL NR.12,MARK MED,UN,CX C/ 1 UN,1,7898430461804
755,SONDA URETRAL NR.12,MEDSONDA,UN,CX C/ 10 UN,10,7898487860582
715,SONDA URETRAL NR.14,MEDSONDA,UN,CX C/ 10 UN,10,7898487860599
1027,SONDA URETRAL NR.14,MARK MED,UN,CX C/ 1 UN,1,7898430461811
3281,SONDA URETRAL NR.16,MEDSONDA,UN,CX C/ 10 UN,10,7898487860605
1762,SONDA URETRAL NR.22,SOLIDOR,UN,CX C/ 1 UN,1,7898563793896
2101,SONDA URETRAL NR.24,SOLIDOR,UN,CX C/ 1 UN,1,7890000003408
2643,"SORBITOL+ MANITOL BS 32,4MG/ML 1000 ML",HALEX ISTAR,BS,CX C/ 1 BS,1,7896727869784
2782,SORO GLICOSE 5 % INJ 100 ML,FRESENIUS,FR,CX C/ 80 FR,80,7897947706521
2968,SORO GLICOSE 5 % INJ 250ML,EQUIPLEX,FR,CX C/ 40 FR,40,7898007677584
2971,SORO GLICOSE 5 % INJ 500ML,EQUIPLEX,FR,CX C/ 24 FR,24,7898007677089
566,SORO MANITOL 200 MG/ML INJ 250ML VP,SANOBIOL,FR,CX C/ 40 FR,40,7896676437676
1520,SPECTRILA 10.000 UI PO LIOF INJ,BAGO,FR,CX C/ 1 FR,1,7898605330317
2903,SPOX 500.000 UI PO LIOF INJ VP,CRISTALIA,FA,CX C/ 5 FA,5,7896676438772
1782,SPRAY BARREIRA PROT.PELE 28ML(SENSI CARE,CONVATEC,UN,CX C/ 10 UN,10,768455129874
2942,SPRAY BARREIRA PROT.PELE 50ML SENSI CARE,CONVATEC,UN,CX C/ 1 FR,1,768455129867
1752,SPRAY LIBERADOR ADESIVO 150ML(SENSI CARE,CONVATEC,UN,CX C/ 1 UN,1,768455129768
1793,SPRAY LIBERADOR ADESIVO 50ML(SENSI CARE),CONVATEC,UN,CX C/ 1 UN,1,768455129836
2933,"STABLON 12,5MG CP",SERVIER,CP,CX / 30 CP,30,7898029557406
2710,STELAZINE 5MG CP VP,GSK,CP,CX C/ 20 CP,20,7896015511210
3117,SUCCINATO DE METOPROLOL 25 MG CP,HYPERA,CP,CX C/ 30 CP,30,7898947385693
3118,SUCCINATO DE METOPROLOL 50 MG CP,HYPERA,CP,CX C/ 30 CP,30,7898947385730
1835,SUCCINIL COLIN 100 MG PO INJ,UNIAO QUIMICA,FA,CX C/ 1 FA,1,7896006288404
1364,SUCCINIL COLIN 500 MG INJ,UNIAO QUIMICA,FA,CX C/ 1 FA,1,7896006289609
914,SUCCITRAT 100 MG PO INJ,BLAU,UN,CX C/ 10 FA,10,7896014682287
1305,SUCCITRAT 500 MG PO INJ,BLAU,FA,CX C/ 10 FA,10,7896014682317
1867,SUCRAFILM 1G CP,EMS,CP,CX C/ 30 CP,30,7894916500869
1572,SUCRAFILM 200 MG/ML SUS OR,EMS,UN,CX C/ 20 UN,20,7894916500746
231,SUCROFER 20 MG/ML INJ 5 ML ,UNIAO QUIMICA,AP,CX C/ 5 AP,5,8907730016290
3129,SUGADIOZ 200MG/2ML INJ,SANDOZ,FA,CX C/ 10 FA,10,7897595639196
3190,SUGAMADEX 100 MG/ML 2ML,BLAU,FA,CX C/ 10 FA,10,7896014689170
289,SULBACTAM + AMPICILINA 3G PO INJ,EUROFARMA,FA,CX C/ 20 FA,20,7891317009854
290,SULFADIAZINA DE PRATA 10 MG/G BG CREM,PRATI DONADUZZI,BI,CX C/ 1 BG,1,7898148293742
2456,SULFADIAZINA DE PRATA 10 MG/G PT CREM,NATIVITA,UN,CX C/ 1 PO,1,17897848502482
1813,SULFADIAZINA DE PRATA 10 MG/G PT CREM VP,NATIVITA,PT,CX C/ 24 PO,24,7897848502482
274,SULFADIAZINA DE PRATA 10 MG/ML BG CREM,PRATI DONADUZZI,BI,CX C/ 1 BG,1,4064596
3321,SULFADIAZINA DE PRATA 10MG/G CREME 30G,UNIAO QUIMICA,BI,CX C/ 1 BG,1,7896006261308
1811,SULFADIAZINA PRATA 10MG/G BG CREM 50G VP,NATIVITA,BI,UN,200,7897848502505
1238,SULFAMETOXAZOL+TRIMETO 48 MG/ML SUS OR,EMS,FR,CX C/ 1 FR,1,7896004703732
2570,SULFATO DE MAGNESIO 100 MG/ML INJ 10 ML,ISOFARMA,AP,CX C/ 200 AP,200,1898361700096
1196,SULFATO DE MAGNESIO 100 MG/ML INJ 10 ML,SAMTEC,AP,CX C/ 200 AP,200,17898415825119
2571,SULFATO DE MAGNESIO 500 MG/ML INJ 10 ML,ISOFARMA,AP,CX C/ 200 AP,200,1898361700546
1165,SUPORTE P/COLETOR RIGIDO  7L,DESCARPACK,UN,CX C/ 1 UN,1,7898283810248
2265,SUPORTE P/COLETOR RIGIDO  7L OU 13L,DESCARPACK,UN,CX C/ 1 UN,1,7898283813294
2831,SUSTRATE 10 MG CP,FQM,CP,CX C/ 50 CP,50,17898040323141
1500,SUSTRATE 10 MG CP VP,FQM,CP,CX C/ 200 CP,200,7898040323271
1416,SUSTRATE 10 MG CP VP,FQM,CP,CX C/ 50 CP,50,7898040323141
3030,SWAB COLETA AMOSTRA HASTE DE ALUMINIO,ABSORVE,PC,CX C/ 100 UN,100,7898599571932
1206,SWAB COLETA AMOSTRA HASTE PLAST.ESTERI,KASVI,UN,CX C/100 UN,100,10062101201000
1986,SWAB COLETA AMOSTRA HASTE PLASTICA EST,CRAL,PC,CX C/ 100 UN,100,7898599571956
2858,SWAB COLETA HASTE PLASTICA RAYON ESTERIL,LABOR IMPORT,UN,CX C/ 100,100,17908367100305
1675,SWAB COLETA TRANSPORTE  STUART ESTERIL,KASVI,UN,CX C/ 100 UN,100,7890000003256
1985,SWAB COLETA TRANSPORTE STUART ESTERIL,CRAL,UN,CX C/ 100 UN,100,7898599571970
1179,SYGEN 100 MG INJ 5ML,TRB PHARMA,FA,CX C/ 1 FA,1,7896281130061
2740,SYMBICORT SPRAY 6/100MCG ,FQM,FR,CX C/ 1 TB,1,7896206407896
2739,SYMBICORT SPRAY 6/200MCG ,FQM,FR,CX C/ 1 TB,1,7896206407902
2743,SYMBICORT TURBUHALER 12/400 MCG  ,FQM,FR,CX C/ 1 TB,1,7896206402433
2741,SYMBICORT TURBUHALER 6/100 MCG,FQM,FR,CX C/ 1 TB,1,7896206402204
2742,SYMBICORT TURBUHALER 6/200 MCG ,FQM,FR,CX C/ 1 TB,1,7896206402211
2750,TACE 80 MG VP,CRISTALIA ONCO,FA,CX C/ 1 FA,1,7896676436976
141,TACFEN 20 MG CP,EMS,CP,CX C/ 30 CP,30,7896004755250
3349,TACROFORT 1 MG CP,CAMBER,CP,CX C/ 50 CP,50,7908101200028
2660,TACROLIL 1 MG CP,EMS,CP,CX C/ 100 CP,100,7896004732718
1826,TAFINLAR 75 MG CP,NOVARTIS,CP,FR C/ 120 CP,120,7896261020757
3391,TAMOXIFENO 10 MG CP,SANDOZ,CP,CX C/ 30 CP,30,7897595601889
865,TAMOXIFENO 20 MG CP,SANDOZ,CP,CX C/ 30 CP,30,7897595601834
1091,TAMOXIFENO 20 MG CP,BLAU,CP,CX C/ 30 CP,30,7896014668021
1922,TAMPA PRESSAO INT.P/ TUBO ENSAIO 12X75,CRAL,PC,PT C/ 1000,1000,7898599572014
1885,TAMPA PRESSAO INT.P/ TUBO ENSAIO 12X75 ,CRAL,PC,PT C/ 1000UN,1000,7898599572038
1925,TAMPA PRESSAO INT.P/TUBO ENSAIO 12X75 ,CRAL,UN,PT C/ 1000,1000,7899935308069
1987,TAMPA PRESSAO INT.P/TUBO PP18010 AMARE,CRAL,PC,PT C/ 1000,1000,7898599572045
2041,TAMPA PRESSÃO INT. P/ TUBO ENSAIO 12X75,J.PROLAB,UN,PT C/ 1000,1000,7898198860642
2965,TAMPA TUBO NATURAL 12 ML,J.PROLAB,PT,PT C/ 1000,1000,7898198865005
712,TAMPA VEDANTE CONECTOR  LUER FEMEA,DESCARPACK,UN,CX C/ 100 UN,100,7898283817285
710,TAMPA VEDANTE CONECTOR  LUER MACHO,DESCARPACK,UN,CX C/ 100 UN,100,7898283818077
907,TAMPA VEDANTE CONECTOR MACHO/FEM(VEDCAP),DESCARPACK,UN,CX C/ 100 UN,100,7898283817308
3138,"TANSULOSINA 0,4 MG CP",ZYDUS,CP,CX C/ 30 CP,30,7898927562588
3016,TARTARATO BRIMONIDINA 2MG/ML SL OF 5ML,NEO QUIMICA,FR,CX C/ 1 FR,1,7896714229843
514,TASIGNA 150 MG CP,NOVARTIS,CS,CX C/ 120 CP,120,7896261020146
1092,TASIGNA 200 MG CP,NOVARTIS,CS,CX C/ 112 CS,112,7896261019973
2696,TAXILAN 300MG ,BERGAMO,FA,CX C/ 1 FA,1,7898943602954
2083,"TAXILAN 6 MG/ML INJ 16,7ML",BERGAMO,FA,CX C/ 1 FA,1,7898149932107
206,TAXOFEN 20 MG CP,BLAU,CP,CX C/ 30 CP,30,7896014668304
2945,"TAZOMAZ 4,5 G PO INJ",UNIAO QUIMICA,FA,CX C/ 10 FA,10,7896006214830
242,TEFLAN 20 MG PO LIOF INJ,UNIAO QUIMICA,FA,CX C/ 50 FA,50,7896006219149
244,TEFLAN 40 MG PO LIOF INJ,UNIAO QUIMICA,FA,CX C/ 50 FA,50,7896006210535
6,TEGRETARD 400 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676403497
340,TEICOPLANINA 400 MG PO LIOF INJ,EUROFARMA,FA,CX C/ 5 FA,5,7891317009861
2759,TEICOPLANINA 400 MG PO LIOF INJ C/DIL,EUROFARMA,FA,CX C/ 5 FA,5,7891317444006
1113,TEIPLAN 200 MG PO INJ C/DIL,UNIAO QUIMICA,FA,CX C/ 1 FA,1,7896006259428
240,TEIPLAN 400 MG PO INJ C/DIL 3ML,UNIAO QUIMICA,FA,CX C/ 1 FA,1,7896006259404
1151,TEMOZOLOMIDA 100 MG CP,EUROFARMA ONCO,CS,FR C/5 CS   ,5,7891317001261
2443,TEMOZOLOMIDA 140 MG CP,EUROFARMA ONCO,CP,CX C/ 5 FR,5,7891317001278
1150,TEMOZOLOMIDA 20 MG CP,EUROFARMA ONCO,CS,FR C/5 CS,5,7891317001254
1240,TEMOZOLOMIDA 250 MG CP,EUROFARMA ONCO,CS,FR C/5 CS   ,5,7891317001292
1149,TEMOZOLOMIDA 5 MG CP,EUROFARMA ONCO,CP,FR C/5 CS,5,7891317001247
155,TENOXICAM 20 MG CP,EMS,CP,CX C/ 10 CP,10,7896004700274
317,TENOXICAM 20 MG PO LIOF INJ C/DIL,EUROFARMA,FA,CX C/ 50 FA,50,7891317009878
79,TENOXICAM 20 MG PO LIOF INJ C/DIL,CRISTALIA,FA,CX C/ 50 FA,50,7896676416206
68,TENOXICAM 40 MG PO LIOF INJ C/DIL VP,CRISTALIA,FA,CX C/ 50 FA,50,7896676416213
136,TEPEV 500 MG CP,EMS,CS,CX C/ 100 CS,100,7896004753157
1315,"TERBUTALINA 0,5 MG/ML 1 ML",HIPOLABOR,AP,CX C/ 100 AP,100,7898123908913
2268,"TERBUTALINA 0,5 MG/ML INJ 1 ML",FRESENIUS,UN,CX C/ 50 UN,50,7899498608224
1423,"TERBUTIL 0,5 MG/ML INJ 1 ML",UNIAO QUIMICA,UN,CX C/ 50 AP,50,7896006218340
2079,"TERICIN AT 37,5 MG/G BG CREM VP",ARESE PHARMA,PT,CX C/ 1 BG,1,7899824400911
1194,TERMO HIGROMETRO DIGITAL INT,J.PROLAB,UN,CX C/ 1 UN,1,7898198861182
1193,TERMOMETRO DIGITAL MAXIMA/MINIMA,J.PROLAB,UN,CX C/ 1 UN,1,7898198861199
867,TERMOMETRO P/VACINA ANALOGICO C/CABO EXT,INCOTERM,UN,CX C/ 1 UN,1,7896540751426
2157,TESTE BOWIER & DICK 4KG TIPO PCT PRONTO,MAXXIMED,UN,CX C/ 40 UN,40,606529888060
2158,TESTE BOWIER & DICK 7KG TIPO PCT PRONTO,MAXXIMED,UN,CX C/ 12 UN,12,751320974549
2777,TESTE DE SELAGEM SEALTEST,MAXXIMED,UN,CX C/ 100 UN,100,602883494404
2159,TESTE DESAFIO LIBERADOR DE CARGA TIPO 5,MAXXIMED,UN,CX C/ 12 UN,12,606529888077
2160,TESTE DESAFIO TIPO 5  1 HORA,MAXXIMED,UN,10 UN ,10,606529888039
2162,TESTE DESAFIO TIPO 5  3 HORAS,MAXXIMED,UN,10 UN ,10,606529888046
2161,TESTE DESAFIO TIPO 5 20 MINUTOS,MAXXIMED,UN,10 UN ,10,606529888053
2512,"THIOPENTAX 0,5 G PO INJ (B1) VP",CRISTALIA,FA,CX C/ 25 FA,25,7896676407624
997,THIOPENTAX 1 G PO INJ (B1) VP,CRISTALIA,FA,CX C/ 25 FA,25,7896676407631
1233,TICLOPIDINA 250 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004723211
2494,TICLOPIDINA 250 MG CP,EMS,CP,CX C/ 20 CP,20,7896004710310
1966,TICLOPIDINA 250 MG CP VP,GERMED,CP,CX C/ 30 CP,30,7896004723228
2196,TIMOLOL 5 MG/ML SOL OFT,EMS,FR,CX C/ 1 FR,1,7896004715711
3227,TIMOLOL 5 MG/ML SOL OFT 5ML,GERMED,FR,CX C/ 1 FR,1,7896004715896
2015,TIMOPTOL 5 MG/ML GEL OFT 5 ML,MUNDIPHARMA,FR,CX C/ 1 FR,1,7898586631397
2014,TIMOPTOL 5 MG/ML SOL OFT 5 ML,MUNDIPHARMA,FR,CX C/ 1 FR,1,7898586631380
3091,TINTURA DE BENJOIN 1 L,RIOQUIMICA,UN,CX C/ 12,12,17897780202461
3090,TINTURA DE BENJOIN 100ML ALMOTOLIA,RIOQUIMICA,UN,CX C/ 1 UN,1,7897780203348
3092,TINTURA DE IODO 2% 1 L,RIOQUIMICA,UN,CX C/ 12,12,17897780202485
3401,TIOCOLCHICOSÍDEO 2 MG/ML INJ 2 ML,FRESENIUS,AP,CX C/ 25 AP,25,7899498608712
1168,TIOCOLCHICOSÍDEO 2 MG/ML INJ 2 ML,BLAU,AP,CX C/ 3 AP,3,7896014656769
2857,TIOCONAZOL + TINIDAZOL 20MG/G + 30MG/G,LABORATORIO GLOBO,BI,CX C/ 1 BG,1,7898060137926
1518,TIORFAN 100 MG CP,BAGO,V,CX C/ 9 CS,9,7898906376410
2359,TIRA REAGENTE (GLICEMIA),ON CALL PLUS,UN,CX C/ 50 UN,50,7908007901159
799,TIRA REAGENTE (GLICEMIA),ON CALL PLUS,UN,CX C/ 50 UN,50,7908007901173
2357,TIRA REAGENTE (GLICEMIA),ON CALL PLUS,UN,CX C/ 50,50,7908007900435
803,TIRA REAGENTE INDIVIDUAL (GLICEMIA),ON CALL PLUS,UN,CX C/ 25 UN,25,7908007901203
2361,TIRA REAGENTE INDIVIDUAL (GLICEMIA),ON CALL PLUS,UN,CX C/ 25 UN,25,7898919505975
808,TIRA REAGENTE INDIVIDUAL VP (GLICEMIA),ON CALL PLUS,UN,CX C/ 25 UN,25,7908007901210
3018,TIRA REAGENTE P TESTE DE GLICOSE BRANCA,ON CALL PLUS,UN,CX C/ 50,50,7908007901166
1991,TIRAS REAGENTE P/ANALISE URINA ,CRAL,FR,FR C/ 100 UN,100,7899935302340
2714,"TIROFIBANA 0,25 MG/ML INJ",ABL,FA,CX C/ 1 FA,1,7898564760439
3054,TOALHA UMEDECIDA ANTISSÉPTICA TNT 24X21 ,MELHORMED,PC,PCT C/ 10,10,7891899090202
2218,TOBRACIN 3 MG/ML SOL OFT 5 ML,CRISTALIA,FR,CX C/ 1 FR,1,7896676433395
3024,TOBRAMICINA 3 MG/MLSOL OFT 5ML,NEO QUIMICA,FR,CX C/ 1 FR,1,7896714215204
3323,TOPCOID 5MG/G GEL  40G,UNIAO QUIMICA,BI,CX C/ 1 BG,1,7896006280507
130,TOPIRAMATO 100 MG (C1) VP,EMS,CP,CX C/ 60 CP,60,7896004713007
3146,TOPIRAMATO 100 MG CP (C1),ZYDUS,CP,CX C/ 60 CP,60,7898927562304
1469,TOPIRAMATO 25 MG CP  (C1),GERMED,CP,CX C/ 60 CP,60,7896004713038
119,TOPIRAMATO 25 MG CP (C1),EMS,CP,CX C/ 60 CP,60,7896004713021
3145,TOPIRAMATO 50 MG CP (C1),ZYDUS,CP,CX C/ 60 CP,60,7898927562298
1509,TOPIRAMATO 50 MG CP (C1),EMS,CP,CX C/ 60 CP,60,7896004713014
409,TOPIRAMATO 50 MG CP (C1),GERMED,CP,CX C/ 60 CP,60,7896004713052
114,TOPOTECANA 4 MG PO LIOF INJ ,ACCORD,FA,CX C/ 1 FA,1,7898947385228
180,TORAGESIC 10 MG CP,EMS,CP,CX C/ 10 CP,10,7894916501415
1004,TORAGESIC 30 MG/ML INJ 1 ML,EMS,AP,CX C/ 3 AP,3,7894916501682
784,TORNEIRA 3 VIAS CONEXÃO L.LOCK/LUER SLIP,TKL,UN,CX C/ 50 UN,50,7898547240061
2392,TORNEIRA 3 VIAS LUER LOCK,TKL,UN,CX C/ 50 UN,50,7898547241726
2413,TORNEIRA 3 VIAS LUER LOCK,MARK MED,UN,CX C/ 200 UN,200,7890000003002
609,TORNEIRA 3 VIAS LUER LOCK,DESCARPACK,UN,CX C/50 UN  ,50,7898283813058
2412,TORNEIRA 3 VIAS LUER SLIP,MARK MED,UN,CX C/ 200 UN,200,7890000003001
607,TORNEIRA 3 VIAS LUER SLIP,DESCARPACK,UN,CX C/ 50 UN,50,7898283813041
656,TOUCA DESC. C/ELASTICO SANFONADA BRANCA,HNDESC,PT,PT C/ 100 UN,100,7898944081376
1072,TOUCA DESC. C/ELASTICO SANFONADA BRANCA ,DESCARPACK,UN,PT C/100 UN ,100,7898283814888
2867,TOUCA DESC. C/ELÁSTICO SANFONADA BRANCA,DEJAMARO,PT,PT C/ 100 UN,100,60288389641
1280,"TRACUR 10 MG/ML INJ 2,5 ML VP",CRISTALIA,AP,CX C/ 25 AP,25,7896676410945
1338,TRACUR 10 MG/ML INJ 5 ML,CRISTALIA,AP,CX C/ 25 AP,25,7896676410952
263,TRAMADOL 100 MG/2ML INJL 2 ML (A2),UNIAO QUIMICA,AP,CX C/ 50 AP ,50,7896006245520
3152,TRAMADOL 50 MG CP (A2),GERMED,CS,CX C/ 10 CS,10,7896004711768
537,TRAMADOL 50 MG CP (A2),LEGRAND,CS,CX C/ 10 CS ,10,7894916141550
162,TRAMADOL 50 MG CP (A2),EMS,CS,CX C/ 10 CS,10,7896004711744
2179,TRAMADOL 50 MG/ML INJ 1 ML (A2),HALEX ISTAR,AP,CX C/ 100 UN,100,7896727806888
1377,TRAMADOL 50 MG/ML INJ 1 ML (A2),HIPOLABOR,AP,CX C/ 100 UN,100,7898123908845
281,TRAMADOL 50 MG/ML INJ 1 ML (A2),TEUTO,AP,CX C/ 60 AP,60,7896112190684
1008,TRAMADOL 50 MG/ML INJ 1 ML (A2),UNIAO QUIMICA,AP,CX C/ 50 AP ,50,7896006245452
1376,TRAMADOL 50 MG/ML INJ 2 ML (A2),HIPOLABOR,AP,CX C/ 100 AP,100,7898123908852
2150,TRAMADOL 50 MG/ML INJ 2 ML (A2),TEUTO,AP,CX C/ 60 AP,60,7896112190691
2180,TRAMADOL 50 MG/ML INJ 2 ML (A2),HALEX ISTAR,AP,CX C/ 100 UN,100,7896727806895
1662,TRAMADON 10 MG FR GTS 10 ML (A2),CRISTALIA,FR,CX C/ 1 FR,1,7896676407921
994,TRAMADON 100 MG CP (A2),CRISTALIA,CP,CX C/ 10 CP,10,17896676432602
3328,TRAMADON 100 MG CP VP (A2),CRISTALIA,CP,CX C/ 10 CP,10,7896676432602
993,TRAMADON 50 MG/ML INJ 1 ML (A2) VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676431353
992,TRAMADON 50 MG/ML INJ 2 ML (A2) VP,CRISTALIA,AP,CX C/ 100 AP,100,7896676406344
3316,TRAMAL 100 MG/2ML INJ  (A2),GRUNENTHAL,AP,CX C/ 5 AP,1,7898582380046
3317,TRAMAL 50 MG CP (A2),GRUNENTHAL,CS,CX C/ 20 CS,1,7898582380350
3315,TRAMAL 50 MG INJ 1ML (A2),GRUNENTHAL,AP,CX C/ 5 AP,1,7898582380039
3314,TRAMAL GOTAS 100 MG 10ML (A2),GRUNENTHAL,FR,CX C/ 1 FR,1,7898582380053
3319,TRAMAL RETARD 100 MG CP (A2),GRUNENTHAL,CS,CX C/ 30 CS,1,7898582380329
3312,TRAMAL RETARD 100 MG CP (A2),GRUNENTHAL,CS,CX C/ 10 CS,10,7898582380015
3318,TRAMAL RETARD 100 MG CP (A2),GRUNENTHAL,CS,CX C/ 20 CS,1,7898582380312
3313,TRAMAL RETARD 50 MG CP (A2),GRUNENTHAL,CS,CX C/ 10 CS,10,7898582380022
2546,TRANIL 25 MCG/ML INJ (A1),HIPOLABOR,FA,CX C/ 25 FA,25,7898123905639
2200,TRANSAMIN 250 MG CP,ZYDUS,CP,CX C/ 12 CP,12,7897460401668
361,TRANSAMIN 250 MG INJ,ZYDUS,AP,CX C/ 5 AP,5,7897460400364
1007,"TRAVAMED 0,04 MG/ML SOL OFT 2,5 ML",LEGRAND OFTA,FR,CX C/ 1 FR,1,7896004725536
3179,"TRAVAMED 0,04 MG/ML SOL OFT 2,5 ML VP",LEGRAND OFTA,FR,CX C/ 1 FR,1,17896004725536
2486,"TRAVOPROSTA 0,4 MG/ML SOL OFT 2,5 ML",EMS,FR,CX C/ 1 FR,1,7896004728261
1952,TRAZODONA 50 MG CP VP,EMS,CP,CX C/ 60 CP,60,7896004752211
468,TREBYXAN 20 MG/ML INJ 100MG/5ML,BERGAMO,FA,CX C/ 1 FA,1,7898149939151
467,TREBYXAN 20 MG/ML INJ 40MG/2ML,BERGAMO,FA,CX C/ 1 FA,1,7898149939120
1938,TRIANCINOLONA 1 MG/G BG PAST,EMS,BI,CX C/ 1 BG,1,7896004712048
967,TRIANCINOLONA 1 MG/G BG POM BUCAL,PRATI DONADUZZI,BI,CX C/ 1 BG,1,7898148293490
3006,TRIANCINOLONA ACETONIDA 1 MG/G BG 10G,GERMED,BI,CX C/ 1 BG,1,7896004712031
998,TRIDIL 5 MG/ML INJ 10 ML VP,CRISTALIA,AP,CX C/ 10 AP,10,7896676415292
47,TRIDIL 5 MG/ML INJ 5 ML VP,CRISTALIA,AP,CX C/ 10 AP,10,7896676415308
1522,TRIFAMOX 750 MG PO INJ,BAGO,FA,CX C/ 1 FA,1,7898906376366
357,TRISK 500 MG PO LIOF INJ,EUROFARMA,FA,CX C/ 5 FA,5,7891317002237
2887,TUBO  ENSAIO S/TAMPA 12ML,J.PROLAB,UN,PCT C/ 1000,1000,7898198862561
1988,TUBO 12X75MM  PP 5ML,CRAL,PC,PT C/ 1000,1000,7898599572106
2000,TUBO 12X75MM  PS 5ML,CRAL,UN,PT C/ 1000,1000,7898599572113
1649,TUBO 12X75MM  PS 5ML,J.PROLAB,UN,CX C/ 1000,1000,7890000001649
1769,"TUBO AZUL CITRATO VÁCUO 3,6ML (AZUL)",LABOR IMPORT,UN,CX C/ 100 UN,100,7898157725845
1676,TUBO CENTRIFUGACAO 50ML ESTERIL,KASVI,UN,CX C/ 50 UN,50,5965
2006,TUBO CENTRIFUGAÇÃO 15 ML ESTÉRIL,KASVI,UN,PT C/ 100 UN,100,7890000003257
1857,"TUBO COLETA SANGUE VACUO C/GEL 3,5ML",SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1220000291034
2169,TUBO COLETA SANGUE VACUO C/GEL 5ML,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1220000291041
1879,"TUBO COLETA SANGUE VACUO CIT SODIO 3,6ML",CRAL,UN,RACK C/ 100,100,7898599577613
1861,"TUBO COLETA SANGUE VACUO CITR SODIO2,7ML",SOL-MILLENNIUM,PC,CX C/ 100 UN,100,1220000291072
1882,TUBO COLETA SANGUE VACUO EDTA  5ML ROXO,CRAL,UN,RACK C/ 100,100,7898599577620
2875,TUBO COLETA SANGUE VACUO EDTA 4ML,CRAL,UN,RACK C/ 100,100,7898599578214
3044,TUBO COLETA SANGUE VACUO EDTA 4ML,LABOR IMPORT,UN,RACK/ 100 UN,100,17908367100527
1862,TUBO COLETA SANGUE VACUO FLUORETO SOD4ML,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,1220000291102
1881,TUBO COLETA SANGUE VACUO GEL 4ML AMARELO,CRAL,UN,RACK C/ 100 ,100,7898599570447
1859,TUBO COLETA SANGUE VACUO K2 EDTA 2ML ,SOL-MILLENNIUM,UN,CX C/ 100 UN,100,7890000004027
