CODIGO_INTERNO;CODIGO_BARRAS;REGISTRO_ANVISA;NOME_COMERCIAL;APRESENTACAO;MARCA;TIPO_EMBALAGEM;QT_EMBALAGEM
1866;7899547508420;1256802640021;CLOR DE MEMANTINA 10 MG CP (G) (C1);CLORIDRATO DE MEMANTINA 10 MG VO CP (C1);PRATI DONADUZZI;CX C/30 CP;30
2020;7896523227030;1438101110136;AMOXICILINA 250 MG/5ML 60 ML FR (G);AMOXICILINA 50 MG/ML 60 ML VO FR;CIMED;CX C/50 FR;50
1816;7896523211268;1438101770020;NIMESULIDA 50 MG/ML 15 ML FR (G);NIMESULIDA 50 MG/ML 15 ML FR;CIMED;FR C/15 ML;1
1946;7896112401209;1097402540016;ESTRIOL 1 MG/G CREM VAG 50 G + APL (G);ESTRIOL 1 MG/G CREME VAGINAL 50 G BIS + APLICADOR;BIOLAB;BIS C/50 G;1
1947;7897322702209;1781700600090;LISADOR 500/10/5 MG CP (E);DIPIRONA 500  + PROMETAZINA 10 + ADIFENINA 5 MG VO CP;HYPERMARCAS;CX C/16 CP;16
1982;7896241245989;1097401620024;HEPA-MERZ 0,6 G/G ENV 5 G (E);ASPARTATO DE ORNITINA 0,6 G/G VO 5 G ENV ;BIOLAB;CX C/10 ENV;10
1824;7898157720888;10369460064;LABOR AGULHA HIPODERMICA 40 X 1,2 MM  ;AGULHA HIPODERMICA DESCARTAVEL 40 X 1,2 MM / 18G X 1 1/2 CANHAO ROSA;LABOR IMPORT;CX C/100 UNI;100
2008;7898060132686;1053501640017;NORFLOXACINO 400 MG CP (G);NORFLOXACINO 400 MG VO CP;GLOBO;CX C/14 CP;14
1851;7898564760361;1556200140161;CEFEPIMA 2G IM/IV PO/INJ IM/IV FA (G);CLORIDRATO DE CEFEPIMA 2G PÓ/INJ IV S/DIL F/A;ABL;CX C/10 FA;10
1967;7891317003005;1004307060101;CEFTRIAXONA SODICA 1G PO/INJ IV/IM (G);"CEFTRIAXONA SODICA 1G PÓ/INJ IV/IM S/DIL FA 


";EUROFARMA;CX C/50 FA;50
1968;7891317487331;1004310160128;VERSA 60 MG 0,6 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 60 MG /0,6 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;EUROFARMA;CX C/2 SER;2
1969;7891317487348;1004310160136;VERSA 80 MG 0,8 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 80MG /0,8 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;EUROFARMA;CX C/2 SER;2
2068;7896112194583;1037005520112;DEXAMETASONA 4MG CP (G);DEXAMETASONA 4MG CP (G);TEUTO;CX C/200 CP;200
